Batch ID,Production Line,Units Produced,Electricity (kWh),Fuel (L),Raw Material Transportation (kg),Product Transportation (kg),Waste (kg),Packaging (kg),Electricity CO2 (kg),Fuel CO2 (kg),Raw Material Transport CO2 (kg),Product Transport CO2 (kg),Waste CO2 (kg),Packaging CO2 (kg),Total CO2 (kg),Projected Electricity CO2 (kg),Projected Fuel CO2 (kg),Projected Waste CO2 (kg),Projected Product Transport CO2 (kg),Projected Total CO2 (kg)
B0950,Line B,4365,2387.35,478.28,387.65,378.51,72.16,107.82,1074.31,1281.79,69.78,60.56,79.38,37.74,2603.55,913.16,1153.61,63.5,54.51,2292.3
B0951,Line C,3363,1953.61,675.36,265.86,382.46,96.15,81.9,879.12,1809.96,47.85,61.19,105.77,28.66,2932.57,747.26,1628.97,84.61,55.07,2592.42
B0952,Line A,3001,2089.39,612.36,152.01,443.52,33.89,213.13,940.23,1641.12,27.36,70.96,37.28,74.6,2791.55,799.19,1477.01,29.82,63.87,2471.85
B0953,Line A,2447,1816.4,263.13,149.04,275.59,51.6,80.19,817.38,705.19,26.83,44.09,56.76,28.07,1678.32,694.77,634.67,45.41,39.68,1469.43
B0954,Line C,1677,860.36,307.29,123.31,200.38,82.21,100.83,387.16,823.54,22.2,32.06,90.43,35.29,1390.68,329.09,741.18,72.34,28.85,1228.95
B0955,Line B,511,347.99,61.38,44.94,54.71,10.25,26.86,156.6,164.5,8.09,8.75,11.28,9.4,358.61,133.11,148.05,9.02,7.88,315.55
B0956,Line B,4899,3212.82,942.42,397.29,272.52,68.6,342.8,1445.77,2525.69,71.51,43.6,75.46,119.98,4282.01,1228.9,2273.12,60.37,39.24,3793.12
B0957,Line B,3864,2238.85,848.59,243.64,292.17,130.3,106.28,1007.48,2274.22,43.86,46.75,143.33,37.2,3552.83,856.36,2046.8,114.66,42.07,3140.95
B0958,Line A,3522,2579.58,296.57,142.7,366.71,36.98,97.87,1160.81,794.81,25.69,58.67,40.68,34.25,2114.91,986.69,715.33,32.54,52.81,1847.31
B0959,Line A,3871,1665.26,796.0,308.52,325.65,55.12,206.75,749.37,2133.28,55.53,52.1,60.63,72.36,3123.28,636.96,1919.95,48.51,46.89,2780.2
B0960,Line A,3330,1311.04,556.67,209.29,233.08,167.77,255.69,589.97,1491.88,37.67,37.29,184.55,89.49,2430.85,501.47,1342.69,147.64,33.56,2152.52
B0961,Line A,542,374.84,117.22,53.53,57.16,26.33,24.34,168.68,314.15,9.64,9.15,28.96,8.52,539.09,143.38,282.73,23.17,8.23,475.67
B0962,Line B,1443,758.53,209.38,60.48,123.39,80.46,57.17,341.34,561.14,10.89,19.74,88.51,20.01,1041.62,290.14,505.02,70.8,17.77,914.63
B0963,Line C,2890,1990.6,574.05,250.81,226.55,152.38,163.0,895.77,1538.45,45.15,36.25,167.62,57.05,2740.29,761.4,1384.61,134.09,32.62,2414.92
B0964,Line A,3045,2153.53,270.2,351.14,307.66,134.46,230.89,969.09,724.14,63.21,49.23,147.91,80.81,2034.37,823.73,651.72,118.32,44.3,1782.09
B0965,Line A,2911,1091.58,369.52,157.06,188.23,36.73,204.4,491.21,990.31,28.27,30.12,40.4,71.54,1651.86,417.53,891.28,32.32,27.11,1468.05
B0966,Line B,1504,1057.89,134.43,116.91,228.69,73.91,119.91,476.05,360.27,21.04,36.59,81.3,41.97,1017.23,404.64,324.25,65.04,32.93,889.87
B0967,Line C,520,275.25,112.6,24.6,75.63,27.18,11.1,123.86,301.77,4.43,12.1,29.9,3.88,475.94,105.28,271.59,23.92,10.89,419.99
B0968,Line C,906,502.08,176.1,81.59,115.82,45.26,24.25,225.94,471.95,14.69,18.53,49.79,8.49,789.37,192.05,424.75,39.83,16.68,696.49
B0969,Line B,1514,909.36,301.83,127.24,93.39,53.63,85.64,409.21,808.9,22.9,14.94,58.99,29.97,1344.93,347.83,728.01,47.19,13.45,1189.35
B0970,Line B,4931,3553.05,1041.99,357.94,667.39,106.73,341.4,1598.87,2792.53,64.43,106.78,117.4,119.49,4799.51,1359.04,2513.28,93.92,96.1,4246.26
B0971,Line C,2338,836.18,214.9,191.04,324.69,122.2,86.77,376.28,575.93,34.39,51.95,134.42,30.37,1203.34,319.84,518.34,107.54,46.76,1057.24
B0972,Line A,3688,1994.24,494.13,412.05,495.87,170.97,126.69,897.41,1324.27,74.17,79.34,188.07,44.34,2607.59,762.8,1191.84,150.45,71.41,2295.01
B0973,Line C,1214,758.86,109.19,67.62,75.92,71.67,81.6,341.49,292.63,12.17,12.15,78.84,28.56,765.83,290.26,263.37,63.07,10.93,668.36
B0974,Line B,4646,2969.18,508.79,194.23,561.38,82.63,108.64,1336.13,1363.56,34.96,89.82,90.89,38.02,2953.39,1135.71,1227.2,72.71,80.84,2589.44
B0975,Line A,4354,2730.01,488.13,474.3,617.29,92.67,183.58,1228.5,1308.19,85.37,98.77,101.94,64.25,2887.02,1044.23,1177.37,81.55,88.89,2541.66
B0976,Line A,4919,1986.16,716.58,423.87,558.35,101.28,247.66,893.77,1920.43,76.3,89.34,111.41,86.68,3177.93,759.71,1728.39,89.13,80.4,2820.61
B0977,Line B,640,300.65,75.26,71.2,77.51,31.76,34.32,135.29,201.7,12.82,12.4,34.94,12.01,409.15,115.0,181.53,27.95,11.16,360.47
B0978,Line B,1463,721.97,137.72,128.39,146.91,28.3,93.22,324.89,369.09,23.11,23.51,31.13,32.63,804.35,276.15,332.18,24.9,21.16,710.13
B0979,Line B,872,585.79,90.21,91.4,94.31,11.63,36.01,263.61,241.76,16.45,15.09,12.79,12.6,562.31,224.06,217.59,10.23,13.58,494.51
B0980,Line C,4135,1908.32,416.06,307.54,222.39,247.8,234.71,858.74,1115.04,55.36,35.58,272.58,82.15,2419.45,729.93,1003.54,218.06,32.02,2121.06
B0981,Line C,3041,1320.65,657.56,304.07,365.79,34.18,167.63,594.29,1762.26,54.73,58.53,37.6,58.67,2566.08,505.15,1586.03,30.08,52.67,2287.33
B0982,Line A,4110,3012.54,765.7,464.61,242.32,212.74,217.24,1355.64,2052.08,83.63,38.77,234.01,76.03,3840.17,1152.3,1846.87,187.21,34.89,3380.93
B0983,Line B,2192,774.97,472.35,188.01,214.49,61.96,128.08,348.74,1265.9,33.84,34.32,68.16,44.83,1795.78,296.43,1139.31,54.52,30.89,1599.82
B0984,Line A,605,453.22,85.65,32.95,49.73,31.51,21.52,203.95,229.54,5.93,7.96,34.66,7.53,489.57,173.36,206.59,27.73,7.16,428.3
B0985,Line A,2181,1353.81,259.48,134.14,239.9,82.29,54.7,609.21,695.41,24.15,38.38,90.52,19.14,1476.81,517.83,625.87,72.42,34.55,1293.96
B0986,Line A,4597,3132.34,881.53,256.93,297.31,253.21,124.84,1409.55,2362.5,46.25,47.57,278.53,43.69,4188.1,1198.12,2126.25,222.82,42.81,3679.94
B0987,Line A,4516,2112.8,567.55,269.82,569.38,254.29,151.17,950.76,1521.03,48.57,91.1,279.72,52.91,2944.09,808.15,1368.93,223.78,81.99,2584.33
B0988,Line B,3136,1115.56,382.32,202.31,431.05,32.79,156.84,502.0,1024.62,36.42,68.97,36.07,54.89,1722.97,426.7,922.16,28.86,62.07,1531.1
B0989,Line A,2637,1701.25,296.8,222.59,179.23,36.31,185.71,765.56,795.42,40.07,28.68,39.94,65.0,1734.67,650.73,715.88,31.95,25.81,1529.44
B0990,Line B,3916,2677.2,384.38,340.85,240.73,88.18,243.1,1204.74,1030.14,61.35,38.52,97.0,85.08,2516.83,1024.03,927.12,77.6,34.67,2209.85
B0991,Line B,4945,3195.41,573.15,366.52,326.4,214.94,333.01,1437.93,1536.04,65.97,52.22,236.43,116.55,3445.16,1222.24,1382.44,189.15,47.0,3023.35
B0992,Line C,4030,1640.77,522.87,359.61,590.33,219.29,165.47,738.35,1401.29,64.73,94.45,241.22,57.91,2597.95,627.59,1261.16,192.98,85.01,2289.38
B0993,Line B,1786,1163.35,311.41,83.1,193.07,58.93,79.08,523.51,834.58,14.96,30.89,64.82,27.68,1496.44,444.98,751.12,51.86,27.8,1318.4
B0994,Line C,3679,2419.2,326.54,173.0,373.05,148.44,160.48,1088.64,875.13,31.14,59.69,163.28,56.17,2274.05,925.34,787.61,130.63,53.72,1984.61
B0995,Line B,4154,2548.13,454.74,223.26,256.46,80.69,130.9,1146.66,1218.7,40.19,41.03,88.76,45.82,2581.16,974.66,1096.83,71.01,36.93,2265.44
B0996,Line B,2859,1876.78,552.54,232.85,347.23,143.66,67.68,844.55,1480.81,41.91,55.56,158.03,23.69,2604.54,717.87,1332.73,126.42,50.0,2292.62
B0997,Line B,944,649.82,94.94,53.92,137.33,55.1,52.35,292.42,254.44,9.71,21.97,60.61,18.32,657.47,248.56,229.0,48.49,19.78,573.86
B0998,Line C,535,318.56,68.46,33.52,75.49,12.54,42.45,143.35,183.47,6.03,12.08,13.79,14.86,373.59,121.85,165.13,11.04,10.87,329.78
B0999,Line C,1975,761.25,397.08,142.25,234.76,68.61,59.27,342.56,1064.17,25.6,37.56,75.47,20.74,1566.12,291.18,957.76,60.38,33.81,1389.47
B1000,Line A,4457,2429.29,453.23,467.76,259.76,63.76,101.62,1093.18,1214.66,84.2,41.56,70.14,35.57,2539.3,929.2,1093.19,56.11,37.41,2235.68
